set,alpha,inst,lms1sbbf,lms1sbbf.t,lms1dw,lms1dw.t,n,lm1,lms1,lm2,lm3,lm4,opt,lmb
SBF2,1.00,sawyer30_c=41,8,0.05147427,8,0.003828969,30,8,8,2,6,8,8,8
SBF2,1.00,sawyer30_c=54,6,0.039579277,7,0.00822546,30,6,6,0,2,6,7,7
SBF2,1.00,sawyer30_c=75,5,0.023351303,5,0.006422882,30,5,5,0,1,5,5,5
SBF2,1.00,tonge70_c=364,10,0.235076963,10,0.052375635,70,10,10,0,3,10,10,10
SBF2,1.00,tonge70_c=410,9,0.225065943,9,0.542061871,70,9,9,0,2,9,9,9
SBF2,1.00,tonge70_c=468,8,0.159758129,8,0.07433857,70,8,8,0,1,8,8,8
SBF2,1.00,tonge70_c=527,7,0.127404852,7,0.107297078,70,7,7,0,0,7,7,7
SBF2,1.00,warnecke_c=104,15,0.619515363,15,0.021461592,58,15,15,3,9,15,15,15
SBF2,1.00,warnecke_c=111,14,0.438599341,14,0.04234739,58,14,14,0,8,14,14,14
SBF2,1.00,warnecke_c=54,30,0.585925007,31,0.007193944,58,30,30,26,26,30,31,31
SBF2,1.00,warnecke_c=56,29,0.389670308,29,0.009813608,58,29,29,26,24,29,29,29
SBF2,1.00,warnecke_c=58,28,0.711277337,29,0.010096717,58,28,28,25,24,28,29,29
SBF2,1.00,warnecke_c=60,27,0.822130636,27,0.008856352,58,27,27,24,24,27,27,27
SBF2,1.00,warnecke_c=62,26,0.69219187,27,0.006206022,58,26,26,24,24,26,27,27
SBF2,1.00,warnecke_c=65,24,0.84863682,25,0.011159274,58,24,24,24,23,24,25,25
SBF2,1.00,warnecke_c=68,23,0.727577261,24,0.007518475,58,23,23,19,21,23,24,24
SBF2,1.00,warnecke_c=71,22,0.974718751,23,0.018405489,58,22,22,16,18,22,23,23
SBF2,1.00,warnecke_c=74,21,0.836884001,22,0.013011039,58,21,21,14,17,21,22,22
SBF2,1.00,warnecke_c=78,20,0.830457598,21,0.019984117,58,20,20,13,15,20,21,21
SBF2,1.00,warnecke_c=82,19,0.803286411,20,0.01476083,58,19,19,13,13,19,20,20
SBF2,1.00,warnecke_c=86,18,1.135603562,19,0.018126711,58,18,18,11,13,18,19,19
SBF2,1.00,warnecke_c=92,17,0.701628647,17,0.017427587,58,17,17,7,12,17,17,17
SBF2,1.00,warnecke_c=97,16,0.607744706,17,0.02242177,58,16,16,6,12,16,17,17
SBF2,1.00,wee-mag_c=28,56,2.703483482,63,0.003000267,75,56,56,61,63,56,63,63
SBF2,1.00,wee-mag_c=29,55,3.9710121,63,0.0029998,75,55,55,61,63,55,63,63
SBF2,1.00,wee-mag_c=30,52,5.978680626,62,0.003149359,75,52,52,61,62,52,62,62
SBF2,1.00,wee-mag_c=31,50,11.108270162,62,0.00361878,75,50,50,60,62,50,62,62
SBF2,1.00,wee-mag_c=32,48,11.798482574,61,0.003662243,75,48,48,60,57,48,61,61
SBF2,1.00,wee-mag_c=33,49,48.768789245,61,0.003378813,75,46,46,60,51,46,61,61
SBF2,1.00,wee-mag_c=34,48,59.681396311,61,0.003541452,75,45,45,60,47,45,61,61
SBF2,1.00,wee-mag_c=35,46,47.275848115,60,0.003770144,75,43,43,60,43,43,60,60
SBF2,1.00,wee-mag_c=36,45,85.458439069,60,0.003761478,75,42,42,60,41,42,60,60
SBF2,1.00,wee-mag_c=37,46,148.293199841,60,0.003430909,75,41,41,60,40,41,60,60
SBF2,1.00,wee-mag_c=38,46,84.969806998,60,0.003073582,75,40,40,60,35,40,60,60
SBF2,1.00,wee-mag_c=39,46,85.852093351,60,0.003681706,75,39,39,60,33,39,60,60
SBF2,1.00,wee-mag_c=40,45,142.240479229,60,0.003679044,75,38,38,60,32,38,60,60
SBF2,1.00,wee-mag_c=41,44,103.720836416,59,0.00360147,75,37,37,59,31,37,59,59
SBF2,1.00,wee-mag_c=42,37,57.621150772,55,0.004268762,75,36,36,55,31,36,55,55
SBF2,1.00,wee-mag_c=43,36,45.424405554,50,0.005466413,75,35,35,50,31,36,50,50
SBF2,1.00,wee-mag_c=45,34,18.236063345,38,0.00811292,75,34,34,31,31,34,38,38
SBF2,1.00,wee-mag_c=46,33,22.061712041,34,0.012895468,75,33,33,27,30,33,34,34
SBF2,1.00,wee-mag_c=47,32,19.687681837,33,0.055038723,75,32,32,23,30,32,33,33
SBF2,1.00,wee-mag_c=49,31,19.180800219,32,0.048022812,75,31,31,17,30,31,32,32
SBF2,1.00,wee-mag_c=50,31,33.103853393,32,0.025255756,75,30,30,13,30,30,32,32
SBF2,1.00,wee-mag_c=52,29,27.780487447,31,0.015532596,75,29,29,5,30,29,31,31
SBF2,1.00,wee-mag_c=54,28,20.035168444,31,0.01517196,75,28,28,1,30,28,31,31
SBF2,1.00,wee-mag_c=56,27,21.262089767,30,0.013610973,75,27,27,0,30,27,30,30
SBF2,0.25,barthol2_c=101,42,762.232131853,42,0.255601753,148,42,42,20,27,42,42,42
SBF2,0.25,barthol2_c=104,41,699.459610355,41,0.286214357,148,41,41,18,25,41,41,41
SBF2,0.25,barthol2_c=106,40,681.682923123,40,0.307440041,148,40,40,16,24,40,40,40
SBF2,0.25,barthol2_c=109,39,612.546519974,39,0.344932645,148,39,39,15,24,39,39,39
SBF2,0.25,barthol2_c=112,38,632.506478998,38,0.365426505,148,38,38,13,23,38,38,38
SBF2,0.25,barthol2_c=118,36,594.221606056,36,0.283635995,148,36,36,12,21,36,36,36
SBF2,0.25,barthol2_c=121,35,628.829941959,35,0.456613919,148,35,35,12,18,35,35,35
SBF2,0.25,barthol2_c=129,33,569.11973351,33,0.319681,148,33,33,8,15,33,33,33
SBF2,0.25,barthol2_c=170,25,778.432356634,25,0.389180391,148,25,25,0,7,25,25,25
SBF2,0.25,barthol2_c=84,51,1489.00302819,51,0.236595959,148,51,51,31,39,51,51,51
SBF2,0.25,barthol2_c=85,50,962.724983155,51,0.540834449,148,50,50,30,38,50,51,51
SBF2,0.25,barthol2_c=87,49,702.744180736,49,0.239115474,148,49,49,30,37,49,49,49
SBF2,0.25,barthol2_c=91,47,620.616937067,47,0.3222894,148,47,47,29,35,47,47,47
SBF2,0.25,barthol2_c=93,46,744.113292784,46,0.296397094,148,46,46,27,34,46,47,46
SBF2,0.25,barthol2_c=97,44,607.022714558,44,0.306070879,148,44,44,20,29,44,44,44
SBF2,0.25,barthol2_c=99,43,715.756225733,43,0.248427406,148,43,43,20,28,43,43,43
SBF2,0.25,scholl_c=2787,25,3241.226148201,25,599.259472382,297,25,25,0,3,25,25,25
SBF2,0.50,barthol2_c=101,42,640.658453818,42,0.594548522,148,42,42,20,27,42,42,42
SBF2,0.50,barthol2_c=104,41,650.736264967,41,0.814271993,148,41,41,18,25,41,41,41
SBF2,0.50,barthol2_c=106,40,685.173709727,40,0.844869392,148,40,40,16,24,40,40,40
SBF2,0.50,barthol2_c=109,39,645.48762773,39,1.053129758,148,39,39,15,24,39,39,39
SBF2,0.50,barthol2_c=112,38,662.157285437,38,1.372481238,148,38,38,13,23,38,38,38
SBF2,0.50,barthol2_c=121,35,680.385878521,35,1.419352176,148,35,35,12,18,35,35,35
SBF2,0.50,barthol2_c=129,33,610.459371273,33,1.261675564,148,33,33,8,15,33,33,33
SBF2,0.50,barthol2_c=84,51,1089.55644258,51,0.494618522,148,51,51,31,39,51,51,51
SBF2,0.50,barthol2_c=85,50,1471.157413145,51,0.795792144,148,50,50,30,38,50,51,51
SBF2,0.50,barthol2_c=87,49,793.769194796,49,0.660863961,148,49,49,30,37,49,49,49
SBF2,0.50,barthol2_c=89,48,774.363347212,48,0.40337128,148,48,48,30,36,48,49,48
SBF2,0.50,barthol2_c=91,47,806.235516708,47,0.589595028,148,47,47,29,35,47,47,47
SBF2,0.50,barthol2_c=93,46,654.197435533,46,0.504726511,148,46,46,27,34,46,47,46
SBF2,0.50,barthol2_c=95,45,679.804039011,45,0.579106635,148,45,45,22,33,45,45,45
SBF2,0.50,barthol2_c=97,44,743.004629846,44,0.646770389,148,44,44,20,29,44,44,44
SBF2,0.75,barthol2_c=101,42,728.737771943,42,1.492822716,148,42,42,20,27,42,42,42
SBF2,0.75,barthol2_c=106,40,727.420575103,40,1.605804409,148,40,40,16,24,40,40,40
SBF2,0.75,barthol2_c=170,25,694.370766205,25,22.294318385,148,25,25,0,7,25,25,25
SBF2,0.75,barthol2_c=84,51,872.527246552,51,0.834663191,148,51,51,31,39,51,51,51
SBF2,0.75,barthol2_c=85,50,1439.865369552,51,0.96006485,148,50,50,30,38,50,51,51
SBF2,0.75,barthol2_c=87,49,743.146241072,49,0.805029393,148,49,49,30,37,49,49,49
SBF2,0.75,barthol2_c=89,48,980.569886313,48,0.661559337,148,48,48,30,36,48,49,48
SBF2,0.75,barthol2_c=91,47,675.513819122,47,1.297471984,148,47,47,29,35,47,47,47
SBF2,0.75,barthol2_c=95,45,716.628505377,45,0.90453488,148,45,45,22,33,45,45,45
SBF2,0.75,barthol2_c=97,44,798.732527413,44,1.15286175,148,44,44,20,29,44,44,44
SBF2,0.75,barthol2_c=99,43,730.558135495,43,0.891943255,148,43,43,20,28,43,43,43
SBF2,1.00,barthol2_c=101,42,851.678383968,42,3.365077676,148,42,42,20,27,42,42,42
SBF2,1.00,barthol2_c=104,41,744.944731929,41,2.134875937,148,41,41,18,25,41,41,41
SBF2,1.00,barthol2_c=106,40,686.084844341,40,2.890737551,148,40,40,16,24,40,40,40
SBF2,1.00,barthol2_c=109,39,686.013476272,39,2.147277579,148,39,39,15,24,39,39,39
SBF2,1.00,barthol2_c=118,36,595.717774061,36,3.195140516,148,36,36,12,21,36,36,36
SBF2,1.00,barthol2_c=121,35,629.275054782,35,3.588104174,148,35,35,12,18,35,35,35
SBF2,1.00,barthol2_c=84,51,921.336007768,51,1.151784521,148,51,51,31,39,51,51,51
SBF2,1.00,barthol2_c=85,50,834.162667134,51,1.397167353,148,50,50,30,38,50,51,51
SBF2,1.00,barthol2_c=87,49,808.50184387,49,1.192597727,148,49,49,30,37,49,49,49
SBF2,1.00,barthol2_c=89,48,771.61094519,49,1.41201738,148,48,48,30,36,48,49,49
SBF2,1.00,barthol2_c=93,46,695.780418097,46,1.087040428,148,46,46,27,34,46,47,46
SBF2,1.00,barthol2_c=95,45,612.627741173,45,1.019521542,148,45,45,22,33,45,45,45
SBF2,1.00,barthol2_c=97,44,606.190723624,44,1.511239892,148,44,44,20,29,44,44,44
SBF2,1.00,barthol2_c=99,43,615.465177002,43,1.849761827,148,43,43,20,28,43,43,43
SBF2,1.00,scholl_c=2680,26,2264.791016197,25,599.631158282,297,26,26,1,3,26,26,26
SBF2,1.00,scholl_c=2787,25,1667.874539197,20,599.62264825,297,25,25,0,3,25,25,25
SBF2,0.25,scholl_c=1394,50,4688.194535404,50,286.85927596,297,50,50,13,15,50,50,50
SBF2,0.25,scholl_c=1422,49,5121.20580749,49,599.668319213,297,49,49,13,14,49,50,49
SBF2,0.25,scholl_c=1452,48,5325.797972662,48,599.686488187,297,48,48,13,14,48,48,48
SBF2,0.25,scholl_c=1483,47,5568.059619083,47,599.602095088,297,47,47,11,12,47,47,47
SBF2,0.25,scholl_c=1515,46,4722.677820891,46,347.61074452,297,46,46,11,12,46,46,46
SBF2,0.25,scholl_c=1548,45,6009.944693554,45,599.670300926,297,45,45,11,11,45,46,45
SBF2,0.25,scholl_c=1659,42,14392.743736684,42,293.426468303,297,42,42,10,9,42,42,42
SBF2,0.25,scholl_c=1699,41,14201.900996089,41,599.630119207,297,41,41,9,9,41,42,41
SBF2,0.25,scholl_c=1742,40,9795.143977816,40,599.325439566,297,40,40,8,9,40,40,40
SBF2,0.25,scholl_c=1787,39,10692.960003469,39,599.551033903,297,39,39,6,9,39,39,39
SBF2,0.25,scholl_c=1834,38,12226.602245629,38,599.598338842,297,38,38,5,8,38,38,38
SBF2,0.25,scholl_c=1883,37,10185.874347242,37,599.648977303,297,37,37,5,8,37,37,37
SBF2,0.25,scholl_c=1935,36,10608.444611076,36,450.213608189,297,36,36,5,8,36,36,36
SBF2,0.25,scholl_c=1991,35,13164.412686338,35,599.619367703,297,35,35,4,8,35,35,35
SBF2,0.25,scholl_c=2049,34,10521.679811236,34,599.577374702,297,34,34,3,8,34,34,34
SBF2,0.25,scholl_c=2111,33,8755.990468737,33,599.605760525,297,33,33,2,7,33,33,33
SBF2,0.25,scholl_c=2177,32,8331.940825482,32,599.611786409,297,32,32,2,7,32,32,32
SBF2,0.25,scholl_c=2247,31,7070.162425078,31,599.55236633,297,31,31,2,6,31,31,31
SBF2,0.25,scholl_c=2322,30,10418.066740178,30,599.298213089,297,30,30,2,6,30,30,30
SBF2,0.25,scholl_c=2402,29,7245.927937134,29,599.249292693,297,29,29,2,5,29,29,29
SBF2,0.25,scholl_c=2488,28,7640.882311406,28,599.487799648,297,28,28,2,5,28,28,28
SBF2,0.25,scholl_c=2580,27,4442.562363239,27,599.602943864,297,27,27,2,5,27,27,27
SBF2,0.25,scholl_c=2680,26,4010.218656113,26,363.773855096,297,26,26,1,3,26,26,26
SBF2,0.50,scholl_c=1394,50,5648.951543294,50,599.627459688,297,50,50,13,15,50,50,50
SBF2,0.50,scholl_c=1422,49,6659.153317354,49,599.62853453,297,49,49,13,14,49,50,49
SBF2,0.50,scholl_c=1452,48,5738.795910235,48,599.605243511,297,48,48,13,14,48,48,48
SBF2,0.50,scholl_c=1483,47,5316.98694431,47,599.626589657,297,47,47,11,12,47,47,47
SBF2,0.50,scholl_c=1515,46,7063.408853749,46,599.635596262,297,46,46,11,12,46,46,46
SBF2,0.50,scholl_c=1548,45,6601.549065643,45,599.6302566,297,45,45,11,11,45,46,45
SBF2,0.50,scholl_c=1584,44,12752.292101765,44,599.490844561,297,44,44,10,10,44,44,44
SBF2,0.50,scholl_c=1659,42,9270.443267789,42,599.601140149,297,42,42,10,9,42,42,42
SBF2,0.50,scholl_c=1699,41,14135.1041537,41,599.428059256,297,41,41,9,9,41,42,41
SBF2,0.50,scholl_c=1787,39,9372.188063663,39,599.628482584,297,39,39,6,9,39,39,39
SBF2,0.50,scholl_c=1883,37,10448.751546318,37,599.3152964,297,37,37,5,8,37,37,37
SBF2,0.50,scholl_c=1935,36,11673.712480736,36,599.615984036,297,36,36,5,8,36,36,36
SBF2,0.50,scholl_c=1991,35,9482.808932297,35,599.620380273,297,35,35,4,8,35,35,35
SBF2,0.50,scholl_c=2049,34,10590.889785032,34,599.547532289,297,34,34,3,8,34,34,34
SBF2,0.50,scholl_c=2111,33,8625.014802345,33,599.567657338,297,33,33,2,7,33,33,33
SBF2,0.50,scholl_c=2177,32,6356.704978877,32,599.540168302,297,32,32,2,7,32,32,32
SBF2,0.50,scholl_c=2247,31,6905.522227691,31,599.625186512,297,31,31,2,6,31,31,31
SBF2,0.50,scholl_c=2322,30,8400.095290928,30,599.649564636,297,30,30,2,6,30,30,30
SBF2,0.50,scholl_c=2402,29,7984.112025432,28,599.454775746,297,29,29,2,5,29,29,29
SBF2,0.50,scholl_c=2488,28,5949.867660045,28,599.622138543,297,28,28,2,5,28,28,28
SBF2,0.50,scholl_c=2580,27,6765.718656529,27,599.597640862,297,27,27,2,5,27,27,27
SBF2,0.50,scholl_c=2680,26,5243.685055998,26,599.551511164,297,26,26,1,3,26,26,26
SBF2,0.50,scholl_c=2787,25,4947.417283331,25,599.410909453,297,25,25,0,3,25,25,25
SBF2,0.75,scholl_c=1394,50,5465.783241047,49,599.650670047,297,50,50,13,15,50,50,50
SBF2,0.75,scholl_c=1422,49,6589.541091708,49,599.295562002,297,49,49,13,14,49,50,49
SBF2,0.75,scholl_c=1452,48,5688.490295006,47,599.651939793,297,48,48,13,14,48,48,48
SBF2,0.75,scholl_c=1483,47,5295.901553216,47,599.536015988,297,47,47,11,12,47,47,47
SBF2,0.75,scholl_c=1515,46,6528.306479009,45,599.296418359,297,46,46,11,12,46,46,46
SBF2,0.75,scholl_c=1548,45,5896.480153262,45,599.648308979,297,45,45,11,11,45,46,45
SBF2,0.75,scholl_c=1584,44,6360.70659908,44,599.620814678,297,44,44,10,10,44,44,44
SBF2,0.25,scholl_c=1584,NA,NA,44,599.666899647,297,44,44,10,10,44,44,44
SBF2,0.25,scholl_c=1620,NA,NA,43,599.625878412,297,43,43,10,9,43,44,43
SBF2,0.50,scholl_c=1620,NA,NA,43,599.592985793,297,43,43,10,9,43,44,43
SBF2,0.50,scholl_c=1742,NA,NA,40,599.544431266,297,40,40,8,9,40,40,40
SBF2,0.50,scholl_c=1834,NA,NA,38,599.612520664,297,38,38,5,8,38,38,38
SBF2,0.75,scholl_c=1620,NA,NA,43,599.608372594,297,43,43,10,9,43,44,43
SBF2,0.75,scholl_c=1659,NA,NA,42,599.620938906,297,42,42,10,9,42,42,42
SBF2,0.75,scholl_c=1699,NA,NA,40,599.55507199,297,41,41,9,9,41,42,41
SBF2,0.75,scholl_c=1742,NA,NA,39,599.250816844,297,40,40,8,9,40,40,40
SBF2,0.75,scholl_c=1787,NA,NA,39,599.594384237,297,39,39,6,9,39,39,39
SBF2,0.75,scholl_c=1834,NA,NA,38,599.617016242,297,38,38,5,8,38,38,38
SBF2,0.75,scholl_c=1883,NA,NA,37,599.618491631,297,37,37,5,8,37,37,37
SBF2,0.75,scholl_c=1935,NA,NA,36,599.502759624,297,36,36,5,8,36,36,36
SBF2,0.75,scholl_c=1991,NA,NA,34,599.636981084,297,35,35,4,8,35,35,35
SBF2,0.75,scholl_c=2049,NA,NA,33,599.611955273,297,34,34,3,8,34,34,34
SBF2,0.75,scholl_c=2111,NA,NA,32,599.609218942,297,33,33,2,7,33,33,33
SBF2,0.75,scholl_c=2177,NA,NA,32,599.627295451,297,32,32,2,7,32,32,32
SBF2,0.75,scholl_c=2247,NA,NA,30,599.551213879,297,31,31,2,6,31,31,31
SBF2,0.75,scholl_c=2322,NA,NA,30,599.619756505,297,30,30,2,6,30,30,30
SBF2,0.75,scholl_c=2402,NA,NA,28,599.54769208,297,29,29,2,5,29,29,29
SBF2,0.75,scholl_c=2488,NA,NA,27,599.54972402,297,28,28,2,5,28,28,28
SBF2,0.75,scholl_c=2580,NA,NA,26,599.481947671,297,27,27,2,5,27,27,27
SBF2,0.75,scholl_c=2680,NA,NA,26,599.535299695,297,26,26,1,3,26,26,26
SBF2,0.75,scholl_c=2787,NA,NA,25,599.623034183,297,25,25,0,3,25,25,25
SBF2,1.00,scholl_c=1394,NA,NA,50,599.568008738,297,50,50,13,15,50,50,50
SBF2,1.00,scholl_c=1422,NA,NA,48,599.669382702,297,49,49,13,14,49,50,49
SBF2,1.00,scholl_c=1452,NA,NA,47,599.634121524,297,48,48,13,14,48,48,48
SBF2,1.00,scholl_c=1483,NA,NA,46,599.663636686,297,47,47,11,12,47,47,47
SBF2,1.00,scholl_c=1515,NA,NA,45,599.656224106,297,46,46,11,12,46,46,46
SBF2,1.00,scholl_c=1548,NA,NA,45,599.618784142,297,45,45,11,11,45,46,45
SBF2,1.00,scholl_c=1584,NA,NA,44,599.583992374,297,44,44,10,10,44,44,44
SBF2,1.00,scholl_c=1620,NA,NA,43,599.621252296,297,43,43,10,9,43,44,43
SBF2,1.00,scholl_c=1659,NA,NA,42,599.611552966,297,42,42,10,9,42,42,42
SBF2,1.00,scholl_c=1699,NA,NA,41,599.623835586,297,41,41,9,9,41,42,41
SBF2,1.00,scholl_c=1742,NA,NA,40,599.568556303,297,40,40,8,9,40,40,40
SBF2,1.00,scholl_c=1787,NA,NA,39,599.61846574,297,39,39,6,9,39,39,39
SBF2,1.00,scholl_c=1834,NA,NA,38,599.495346198,297,38,38,5,8,38,38,38
SBF2,1.00,scholl_c=1883,NA,NA,36,599.623563208,297,37,37,5,8,37,37,37
SBF2,1.00,scholl_c=1935,NA,NA,36,599.640754321,297,36,36,5,8,36,36,36
SBF2,1.00,scholl_c=1991,NA,NA,34,599.621319226,297,35,35,4,8,35,35,35
SBF2,1.00,scholl_c=2049,NA,NA,33,599.582689099,297,34,34,3,8,34,34,34
SBF2,1.00,scholl_c=2111,NA,NA,32,599.617012615,297,33,33,2,7,33,33,33
SBF2,1.00,scholl_c=2177,NA,NA,31,599.611552667,297,32,32,2,7,32,32,32
SBF2,1.00,scholl_c=2247,NA,NA,30,599.602065119,297,31,31,2,6,31,31,31
SBF2,1.00,scholl_c=2322,NA,NA,29,599.287163119,297,30,30,2,6,30,30,30
SBF2,1.00,scholl_c=2402,NA,NA,27,599.501915234,297,29,29,2,5,29,29,29
SBF2,1.00,scholl_c=2488,NA,NA,27,599.460694402,297,28,28,2,5,28,28,28
SBF2,1.00,scholl_c=2580,NA,NA,26,599.501190106,297,27,27,2,5,27,27,27
